Sample;Classification
"Moisture in the steam at any turbine stage shall be limited to that percentage within
good engineering design to ensure long turbine life. Necessary erosion protection
shall be applied to the last stage blades. Blade erosion protection shall be provided
using stellite shields. Flame hardening will not be an acceptable alternative.";0
"Supplier shall submit the allowable turbine rotation time, without load, following a
turbine trip for review by Owner. The allowable continuous operating time for the
steam turbine generator without load at the rated speed shall at least meet the
generator testing time requirement after the startup of the turbine";0
"Torque at the turbine generator coupling shall be listed in the turbine generator
outline drawing. Supplier shall document and include the coupling torque loading on
the foundation.";0
"Supplier shall provide all information necessary for the design of the steam turbine
pedestal. The calculated inertia (WR2) shall be included in this information.";0
"r. Exhaust casing spray nozzles with automatic control and internal turbine piping.
Include diaphragm (or solenoid) control valve and sensing element for control.";0
t. The weather protection enclosures shall include ventilation and lighting.;0
"Supplier shall provide turbine inner casing, outer casing, and diaphragm/blade ring
material specifications to the nearest ASTM designation.";0
"Care shall be exercised in the selection of and identification marking of high
temperature, high strength bolting for turbine casing joints, steam chest points, piping
joints, etc. Supplier’s procedures covering quality assurance requirements in the
selection of proper bolting materials, methods used to ensure proper identification of
bolting through the shops and in the field shall be available for Owner’s review.
Supplier shall provide material specifications and nearest ASTM designation for all
bolting and fasteners.";0
"Supplier shall state allowable nozzle loading for external inlet and outlet connections
and state nozzle movements during operation. Loading shall be based on ASME
B31.1.";0
Thread details for Owner’s connections shall conform to ASME B31.1.;0
"The Supplier shall supply both permanent and temporary fine-mesh and coursemesh
strainers for initial startup and operation for main stop valves, intercept valves,
and LP admission valves).";0
"A complete lubrication system including storage, pumps, filters, pressure regulation,
cooling-heating, circulating pipe to and from the turbine and generator,
instrumentation and controls will be furnished by Supplier.";0
"c. The lubricating system main reservoir, pumps, heating, cooling and filters will be
packaged on a skid-mounted unit with a weather-tight enclosure.";0
g. Oil Piping;0
"h.3 Each lube oil pump will have a suction strainer to protect the pump. Supplier will
furnish the starter for the DC oil pump.";0
"Owner prefers that all oil
pumps be located outside of the oil reservoir.";0
"i.3 Alternatively, a plate type HX may be proposed as an option to the shell and tube
HX.";0
"l.3 Sight glasses will be included to allow visual confirmation of lube oil flow from each
bearing.";0
a.6 Fluid accumulators located on pumping unit near valve actuators.;0
"a.3 Automatic steam seal regulator valve and control for regulating seal steam from
auxiliary boiler or main steam line.";0
a.4 Pneumatically operated (PO) shutoff and bypass valves.;0
"a.7 All motor-operated isolation and bypass valves required for remote switching of
gland steam sources.";0
"a.8 Complete piping system, valves, strainers, instruments, special appurtenances,
piping supports and hangers, thermal insulation, lagging, and other required
specialties for the gland seal system.";0
"A means for local engaging of the turning
gear will be provided.";0
"Turning gear will be furnished complete with AC electric motor drive and auxiliary
switches to indicate in and out positions of gear mechanisms.";0
g. Connection or coupling shall be provided to rotate the turbine with an air motor.;0
Connection or coupling shall be provided to rotate the turbine with an air motor.;0
402.16 Insulation and Lagging;0
b. If the valves exceed 85 dBA, they shall be marked as a high sound level area.;0
c. Stellite seats shall be provided.;0
"e. The entire exciter will be totally enclosed in a removable sheet steel housing with
inspection windows, and will be arranged with an integral heat exchanger to maintain
a proper ambient temperature. Appropriate enclosure light and receptacles will be
provided. Light switches will be mounted on outside of housing.
f. Exciter bearings and any probes inserted in them shall be properly insulated to
prevent frosting of the bearings due to electrolysis.";0
"g. Provide separate dry-type power potential transformer designed for rectifier duty and
meet the Supplier’s requirements for and excitation system. The transformer shall
fully rated without the use of fans and shall have an electronic monitor for winding
temperatures. All windings shall be copper. All dry type transformers shall have
plus/minus 2- 2.5% taps from the center tap on the high voltage windings.";0
"h. Provide Excitation AC and DC Bus ducts. Sandwich style bus duct is not acceptable.
All conductor busing shall be copper.";0
"On line replacement/maintenance of the failed device
of the channel not in control shall be provided.";0
c.1.7 Local annunciation of alarms:;0
"g.1 The AVR System enclosures shall be a free standing floor mounted NEMA 1
minimum enclosures designed to be installed within an environmentally controlled
electrical equipment enclosure.";0
"Owner will specify the tag size, color, and information to be inscribed after
award of order.";0
"j.1 Each cubicle in the AVR System shall be furnished with guarded lights, light
switches, and standard 120VAC power receptacles, unless Owner grants exceptions
for cubicle compartments where such devices are not appropriate.";0
"j.2 Suitable metering type test switches manufactured by Metering Devices (or Owner
approved equivalent)...";0
"j.3 Sliding link terminal blocks manufactured by Stanwick (or Owner approved
equivalent) shall be provided for Owner field cable interconnections to the AVR
System for control wiring.";0
j.5 Excitation Approved Suppliers: Basler, GE, or ABB.;0
"a. A surge and potential transformer cabinet will be furnished. The cabinet will house
surge capacitors, surge arresters, potential transformers, disconnect links, aluminum
bus, and all other materials and accessories in a NEMA 4 enclosure.";0
"d. A medium voltage disconnect shall be provided between the genterator neutral and
the neutral grounding transormer/resistor. The";0
"...As a minimum, two (2) generator and one (1) breaker
failure lockout relays shall be furnished, each with a minimum 24 NO and 24 NC
contacts (6 decks of 4 plus two sets of NC with for the coil(s).";0
"...Supplier will also include provisions for Owner’s manual
synchronization controls from Supplier provided graphics.";0
"a. Prefabricated equipment skids shall be fabricated from ASTM A36 structural steel
members";0
d. The skids shall be furnished with checkered-plate decking.;0
"h. Strainers, when furnished as part of the skid equipment, shall be provided with a
differential pressure transmitter, instrument isolation valves and valved vent and
drain connections.";0
"j. Skid piping shall be hydrostatically tested as an assembly and not as individual
sections.";0
"k. Pipe supports shall rest on the skid frame. Resting pipe supports on the decking
shall not be allowed.";0
501.4 PIPING;0
"2.5.1. Valves shall be Swagelok or Owner’s approved equal compatibility and
consistency with the process and instrumentation systems. One brand shall be
used throughout, to prevent material and pressure / temperature transition";0
601. AUXILIARY AC MOTORS;0
"c. Electrical system calculations shall be done to verify the auxiliary power system
performance and motor starting capabilities. Compilation of the electrical load list
and the electrical calculations shall confirm the system meets all requirements.";0
All windings (stator and rotor) shall be copper.;0
"b.10 Sound Power Level:
No-load sound power levels shall meet minimum b.10.1 requirements of NEMA MG 1.";0
"b.16.1 Unless specified otherwise, mount motor half couplings on motor shafts with keys.
Cylindrical fits to be in accordance with ANSI B4.1, Class FN1.";0
601.6 Relay Protection Systems:;0
...and Owner engineering standards relay systems...;0
"j.1 Primary and backup relays' AC current sources
j.2 Primary and backup relays' DC circuits";0
"k. CT shorting switches shall exist at the back of the relay panels IN Addition to the FT
switches on the front of the panel to assist with repairs / replacements.";0
"o. All relay panels shall be standard 19"" rack mount.";0
p. Breaker failure protection shall be used for all NERC BES protection.;0
"q. All transformers with wye connected windings shall provide neutral overcurrent
protection using a neutral bushing CT.";0
"u. All microprocessor based relays shall communicate with the DCS /Turbine Control
System and the Owner’s (most current version) SEL Embedded Automation
Computing Platform.";0
"v.2 SEL Generator Protection Products excluding SEL-7xxx series and shall be the
model with the maximum amount of inputs and outputs.
v.3 SEL Stator Ground Protection (SEL-2664S) and shall be the model with maximum
inputs and outputs. Only one SEL-2664S is required per generator";0
"w. Digital Fault Recorder (DFR): Minimum Signals on generator DFR in order to validate
models for NERC standards MOD 26/27, BAL-003 (Turbine/Generator’s scope):";0
w.9.1 Auxiliary currents.;0
w.9.3 Line and Neutral side CTs of generator.;0
"a. Relaying Current Transformers for the bulk electric system (UATs, Generator, GSU,
GCB, to Switchyard).";0
601.8 Cable Raceway:;0
601.9 Cable Trays:;0
601.10 Cable Tray Supports:;0
601.11 Conduit and Junction Boxes locate outside of the steam turbine enclosure:;0
601.12 Conduit Supports:;0
601.13 Cable:;0
"a.1.4 Overall jackets shall be flame, oil, moisture, and sunlight resistant. Material shall
be chlorinated polyethylene (CPE), or Low Smoke Zero Halogen (LSZH).";0
"a.1.17 Voltage Ratings - The following table gives the voltage rating and service voltage
of cables:";0
a.2 Quality Requirements:;0
"3.1.1. ICEA S-73-532 / NEMA WC57 Standard for Control, Thermocouple Extension,
and Instrumentation Cable";0
...in accordance with ICEA S-73-532.;0
"3.2.3. Insulated conductors shall be permanently coded per ICEA Method 1 color
sequence per Table E-2 with no duplications of color.";0
"3.3.1. Production tests on all 600 volt control cables shall be conducted in accordance
with ICEA S-73-532 and IEEE 1202.";0
"4.2.3. Insulated conductors shall be permanently coded per ICEA Method 4, color
sequence per Table E-2 with no duplications of color.";0
601.14 Lighting, Receptacles and communication:;0
c. Lighting Calculations:;0
"e.3 DC Lighting System. If DC lights fed from the station batteries shall remain
operational for at least 2 hours after loss of AC power. The batteries for the
individually powered emergency lighting units shall be nickel cadmium and have
sufficient power to keep the lighting units energized for at least 90 minutes after the
120-volt single phase supply has been de-energized.";0
601.15 Grounding System:;0
b.4 ...generator circuit breaker...;0
"a. The PDCs shall be utilized to house low voltage motor control centers, DCS
cabinets, Turbine Control Systems, Excitation System, Relay Control/Protection";0
"g. If operable or powered roof mounted equipment is provided which requires
maintenance at any interval; install ladders to access roof, roof hatches when
necessary, access catwalks and platforms from the ladder to the serviceable points
of roof top equipment, catwalk and platform guardrails and if necessary, roof edge
guardrails; design and fabrication of roof mounted items shall be flashed and sealed
weather tight where supports or other members penetrating exterior roof or wall
enclosures and designed and executed per applicable References and Related
Sections. Platforms shall be around all doors including the rear compartment
switchgear doors and HVAC units.";0
"h. Handrails shall be capable of being removed to access equipment. All handrails,
stairs, and platform shall be per the Civil Design criteria.";0
f. Protective Relays: Schweitzer (SEL);0
"a.2 These plan drawings shall show the location of all electrical instruments, instruments
located remote from process taps, instrument junction boxes, local panels, analyzer
houses, and pneumatic instruments.";0
b. Instrument Installation Detail Drawings:;0
"d.2 Owner will coordinate assignment of instrument tag numbers to all P&IDs following
Owner’s Project naming and numbering schemes.";0
"A minimum of three devices must be used to monitor the condition that requires
tripping the generating unit.";0
b. Transmitters:;0
k.1 In general guided wave radar transmitters shall be used to measure level.;0
"Electro-pneumatic positioners shall be integrally mounted to the control valves. All
positioners shall be of the digital type and support Foundation Fieldbus or HART
communication for setup, calibration, and diagnostic functions as applicable.
a.7 Positioners shall be Fisher DVC6000 series with Performance Diagnostics (PD) or
Owner approved equal.";0
"a.12 Pilot solenoid valves for on-off service control valves shall be designed for 120 VAC
coil voltage with a minimum orifice size of 1/4 inch.";0
"All modulating control drives shall provide position feedback to the DCS. Open and
closed limit switches with a minimum of two (2) form C (SPDT) dry contacts shall be
provided for all on-off service control drives that are not available with Foundation
Fieldbus or DeviceNet capability. Wetting voltage will be provided by the PAS at
24/48 VDC.
b.7 Drive housings shall be weatherproof and have heaters where required.
b.8 Piston-type operators are preferred for all pneumatic control drive operators.
Operators shall be suitable for outdoor installations. All drives shall operate properly
and provide the required shutoff at a supply pressure of 60 psig.
b.9 Electro-pneumatic positioners shall be integrally mounted to the drive. All positioners
shall be of the digital type and support Foundation Fieldbus or HART communication
for setup, calibration, and diagnostic functions as applicable. Positioners shall be
Fisher DVC6000 series or Owner approved equal.";0
b. Instrument air shutoff valves for control devices shall be provided.;0
702.5 Instrument Connections;0
"All control processors shall have the capacity required to perform all configured
functions plus spare capacity of 50 percent (at time of shipment). Capacity shall
include control processor’s memory, processor utilization, addressable points, and
any other factor that affects processor utilization.";0
"Each server shall not use more than 50 percent of its base memory, server
utilization, addressable points, and any other factor that affects server utilization (at
time of shipment).";0
"Individual assignable logons and Biometric authentication shall be provided to
ensure that plant processes or system software is only accessible to authorized
personnel.";0
"The control system shall include an engineering workstation on each designed
network to perform engineering functions. Engineering functions may be combined
with the main database server.";0
"Separate engineering workstation(s) may be interfaced to the main database server
where the main database resides.";0
"The main Database Server(s) shall be a rack mounted server class workstation with
redundant power supplies including a high density RAID 5 or 6 disk drive for storing
and loading programs, two (2) high resolution color flat LCD or LED screens (nominal
24 inch 16X9 wide screens), pointing device, a full function QWERTY keyboard.";0
"The database server shall be configured to allow display of all smart field device
parameters of all field devices that support HART communication. All smart
parameters shall be configured to be accessible for display or modification.
b.8 A database of current configuration parameters for all HART smart devices shall be
stored on the database server. Replacement of a Hart Smart Field device shall be
completed by download of all configuration parameters to the replacement device.";0
"Hardwired analog inputs and outputs shall be 4-20 mA dc. Analog I/O cards shall
support HART communication with all HART enabled field equipment through the 4-
20 mA analog input and output cards.";0
CYBER SECURITY;0
"The Control System shall achieve the following response times for the system. The
system shall be sized to meet these requirements for all analog and digital loops
without exceeding the overall capacity limits of the system. Exceeding the capacity
limits of a processor or slowing down of individual loops or functions may be
permitted on a case by case basis as approved by the Owner.
Function Response Time, ms
Modulating “fast” hardwired control loops 100
Modulating “normal” hardwired control loops 500
Indication only analog loops 1000
Operator Control (keyboard to output) 1000
Logic (input to output) – “fast” loops 100
Logic (input to output) – “normal” loops 500
New Graphic/faceplate Call up <2000
Display Update (input to display) 1000
SOE Points 1";0
"Governor Model:
a. Supplier shall provide for each unit, a verified turbine/governor and load control or
active power/frequency control model, including documentation and data in
accordance with NERC MOD-27 and the following.
b. Documentation comparing the unit’s MW model response to recorded data shall be
for either
c. A frequency excursion from a system disturbance that is larger than .060 Hz.
d. A speed governor reference change with applicable unit on-line.
e. A partial load rejection test with operating modes accounted for in response and
documented.
f. Representation of the real power response effects of outer loop controls (such as
operator set point controls, and load control but excluding AGC control) that would
override the governor response (including blocked or nonfunctioning governors or
modes of operation that limit Frequency Response), if applicable.)
g. Gas turbine governor models shall be supplied as GGOV1, model type unless
specific approval is given by Owner to apply a different model.
h. Model Validation Studies - Supplier shall supply a correlation study showing the
model block diagram, including inertia and associated parameters provided as
discussed above matches the actual unit performance as recorded during
commissioning test. The study results shall be provided in an Excel Spreadsheet. If
adequate correlation between model and actual performance is not achieved, the
Supplier shall provide revised model parameters necessary to achieve correlation.";0
"The TCS shall monitor the main steam conditions, status of the turbine auxiliaries
and thermal stresses, and shall provide all data necessary for turbine performance
calculations. Turbine performance calculations will be performed by the TCS.";0
Two (2) LVDT's will be provided each for HPCV, IPCV and LPCV.;0
"One set of 5 x SPDT limit switch which are arranged as one (1) for opened, one (1)
for closed, one (1) for valve test, two (2) for spare will be provided each for ST stop
valve and control valve.";0
"Emergency trip devices. One (1) limit switch will be provided for the hand trip device
to indicate whether the device is operated on the OPS.";0
Operator instructions (e.g., increase speed).;0
"The TCS shall take into account the turbine bypass system. Bypass controller and
bypass protection will be designed and supplied by Owner.";0
"One (1) Operator workstation with two (2) monitors per Steam Turbine Generator
shall be provided for location in the main control room. KVM switches shall be
provided to allow remote mounting of computers.
n.3 One (1) Operator/Engineering workstation with two (2) monitors shall be provided to
be located in the Owner’s DCS equipment room.
n.4 One (1) Operator/Engineering workstation with two (2) monitors shall be provided in
the Owner supplied Steam Turbine PDC building near the machine.";0
"Supplier shall review and incorporate Owner’s comments to Supplier’s provided
control logic.";0
"The plant DCS will access the TCS via a redundant Ethernet based communication
interface that allows two-way communication of analog and digital information
between the two systems:";0
Owner provided Simulator Support:;0
"A STG vibration monitoring system shall be provided located in the STG control
system panels. Supplier shall furnish a complete Bently Nevada turbine supervisory
instrumentation (TSI) system with locally mounted supervisory instruments required
for safe startup, operation, and shutdown of the turbine generator.";0
Turbine Rotor Stress Monitoring:;0
Two common courses will be provided for 25 people.;0
Supply of first fills for all lubricants;0
"Supply of Bently Nevada System 1 Vibration
System.";0
"Supply GTG control system for steam
temperature matching";0
Steam bypass to condenser at 100% capacity pressure control at steam turbine generator load rejection or trip and for being able to operate in island mode;0
Cooling system: hydrogen cooling system is preferred;0
Steam by-pass to condenser;0
For emergency operation the turning gear shall be capable of easy operation by hand.;0
Oil tanks overflow shall be discharged into a safe location;0
include fire-protection measures;0
The battery banks and/or the emergency diesel system must be sized to provide lubrication;0
The Control System of each unit shall enable power plant start-up, shutdown and operation to be carried out manually, automatically, or a combination of both.;0
Applicable codes and standards;0
Provide efficient facilities for plant data archiving and retrieval of historical data;0
Provide adequate diagnostic facilities for maintaining and trouble-shooting the control and monitoring systems;0
Time synchronization between all systems with time reference being provided by a GPS clock;0
1150. Apart from the electronic cards, the cabinets shall contain the terminal blocks for external connection. The direct connection to card terminals is not allowed.;0
The direct connection to card terminals is not allowed.;0
1153. The cabinets shall be fitted with fire detectors connected to the Fire Protection System (FPS) in order to activate the corresponding alarm in the event of fire. They shall also be equipped with temperature sensors to activate the corresponding high temperature alarm in the HMI stations.;0
1157. The cabinets shall be formed by an enclosed metallic rack made of steel plates at least 2 mm thick.;0
1159. Each cabinet shall have front and rear access.;0
Smart transmitters for pressure, flow, temperature and level monitoring shall be used.;0
"An emergency DC motor driven oil pump shall be furnished to supply oil to
bearings when AC power is not available";0
Redundant;0
The lube oil skid shall be provided with a strainer 6.5.6 at the oil return.;0
"The lubricating oil system shall include provisions for oil sampling in accordance
with standard lube oil management practices. Sample locations shall be provided
with a sampling fitting.";0
DC system voltage levels shall be 125 volts DC.;0
"AC and DC panel boards shall be dead front and shall be provided with ambient
compensated bolt in molded case circuit breakers.";0
"DC motor control centers required shall meet the same basic requirements as
specified for the 600 volt AC MCCs in Section 6.9.3.";0
"DC distribution system design shall meet the requirements of the
Canadian Electrical Code.";0
"Following a blackout, the
unit shall be immediately available for restart once batteries are charged.";0
"The capacity of each battery charger shall be based on the largest combined
demands of the various steady-state loads and the charging capacity required to
restore the battery from the design minimum/full discharge state to the 100%
charge state within 8 hours";0
"The VMS shall have the software and hardware for analyzing and monitoring the vibration, bearing
temperatures and rpm.";0
Buffered connections wired to terminal blocks shall be available;0
"Instruments shall be wired to Supplier supplied pre-mounted junction boxes,
except for turbine instrumentation.";0
Local junction boxes shall be rated NEMA 12 for indoor and NEMA 4;0
"Transmitters are preferred over switches and shall be used to the greatest
extent possible. Use of switches shall be based upon Purchaser’s approval.";0
"The Supplier shall provide a complete soft instrument list database file in a
Purchaser supplied format";0
"Instruments shall have a permanently attached stainless steel tag containing
the Supplier’s instrument tag, Purchaser’s instrument tag,";0
"RTDs shall be dual element 3-Wire 100 ohm platinum with an alpha of
0.00385.";0
"Valve positioners shall be rigidly mounted on the valve. Each positioner shall
be furnished with gauges for supply air pressure, input signal and output
signal.";0
"Welding of non-pressure containing structural components shall comply with CSA
W59.";0
"Personnel performing the non-destructive examinations shall be qualified in
accordance with ASNT SNT-TC-1A.";0
"The Supplier shall certify that all applicable codes, standards and requirements of
this Specification have been complied with by providing Certificates of
Conformance.";0
All critical valves in the Plant shall be dual redundant. i.e double isolation.;0
"The lube oil and emergency oil system supplies the necessary lube oil and hydraulic
oil for the gas turbine and generator";0
"Duplicate thermocouples to measure
bearing metal and drain temperatures shall be provided.";0
Fire and gas detection systems.;0
"Steam turbine control panel, with integral local operating equipment (This may be an
integral part of the DCS)";0
"o Steam turbine auxiliary power, DC power and UPS system and equipment
o Battery";0
Weatherproof, climate controlled, base mounted enclosure;0
"All nomenclature shall be in agreement with ANSI C85-1B-
1972.";0
"Casing expansion.
Differential expansion between inner turbine casings and the rotors.";0
On-load trip test (OLTT).;0
"Facilities shall include the condition monitoring analysis computer as
specified for the gas turbine.";0
"Fans shall comply with the noise limitations imposed by the international
standards.";0
"The inspection and test plan shall be issued
to the Owner for review and approval.";0
"The Owner shall have the right to have their representatives present during inspections and
tests of major equipment and systems in the factories/workshops (FAT) and commissioning
phases (SAT).";0
"A hydrogen leak detection system shall
be provided.";0
The hydrogen bottles have to be properly stored.;0
An earth switch shall be provided on both sides of the generator circuit breaker (GCB).;0
"Online condition monitoring equipment shall be provided for the stator winding and
stator core insulation systems.";0
"The generator shall be housed in an enclosure with fire detection system and CO2
firefighting provided.";0
A platform for the generator rotor removal shall be provided and all necessary special tools shall be listed in the bid and supplied.;0
"Note 3:  Indicates the number of gensets to be running and to be sized by the Seller to meet the Total Operating
Loads and the motor starting cases, where practical.";0
Seller shall provide the gensets model that could meet this scenario;0
This includes supply, wiring and programming of the IED relays for full control and protection of the 13.8kV genset circuit breakers being provided by others.;0
Supply, assemble, and install all mechanical, process, structural, and electrical equipment to form a complete package, as per approved drawings.;0
Supply, and install of all associated piping spools, valves, structural supports etc. for the complete packaged skids.;0
Include power management control system(s), including automatic and manually-assisted synchronization and load sharing between the genset units for the overall operation of the GTG package(s).;0
"In their proposal, Seller shall identify the minimum loading expressed in percentage of genset de-
rated capacity in order to ensure compliance with emission limits and optimum genset
performance, operation and maintenance.";0
complete with wiring and control connections terminated at the local control panel(s) or local junction box(es) (on-skid).;0
All data sheets included shall be filled in and returned along with the other documents specified in the DDR.;0
The control panel(s) shall also provide indicators showing the status of the engine;0
"compatible and able to be synchronized with the rest of the relays and protection system being provided by the
Buyer.";0
The same is applicable to all MV feeder circuit breakers in regards to load shedding, if used, and to other I/Os from generator panels to low voltage MCC/panels.;0
Swagelok Swak anaerobic sealant;0
"All control valves (including V-ball type) shall come complete with pneumatic actuators, instrument air
regulators, and valve positioners.";0
Actuator must be sized for full ANSI shutoff with minimum 50% safety factor;0
Level instruments shall be retractable or mounted on external bridles.;0
Pressure instruments and pressure points to be supplied with instrument root valves;0
Additional PIs shall be deployed so that pressure readings are available at the inlet and outlet of each pressure equipment item including (without limitation) all pumps and all pressure vessels.;0
"or less. The process connection for thermowells shall be 2"" class 300 RF as a minimum.";0
Safety devices shall be separated from process control devices.;0
Factory Acceptance Test (including testing procedures) to be viewed and verified by Buyer.;0
For crank soak and on line washing, a permanently installed solvent mixing and injection system complete with drain valves and manifolds for removing spent cleaning fluids shall be provided.;0
Each complete air filter house shall be fully erected and assembled at the Suppliers works prior to shipment;0
The lighting fixtures, junction boxes, instrumentation etc. shall be flame proof and wiring shall be inside steel conduits suitable for EExd IIC T3 and IP66.;0
An air flow transmitter should be installed in the ventilation ducting to or from the fans,;0
AII fuel piping on the gas turbine baseplate and fuel systems shall be welded in order to minimize the number of flanged connections. Screwed connections are prohibited.;0
- Turbine full speed no load test and post test borescope inspections;0
The range of special tools shall include test benches for thermocouples and vibration pick-up devices;0
"The following tests shall be carried out during the FAT to confirm the performance as
above:";0
"The PLC shall allow the inclusion and/or removal of the additional control units or
devices or printed circuit board (PCB) without causing process upset and/or
equipment shutdown.";0
"A minimum 20% 1/0 shall be available as installed spare at the end of the
commissioning activities.";0
Redundant I/O Module for Control and Shutdown Signal;0
"All Discrete 1/0 signal connected from MCC to the PLC shall be provided with
interposing relay.";0
"All system components shall be mounted in standard cabinets suitable for a safe
environment with a minimum IP-52 protection.";0
"The cabinets shall be Rittal (or equivalent) standard.
The cabinet dimensions shall be standardized to 2100H x 1200W or 800W x 800D
millimetres (including plinth).";0
"It shall be possible
to adjust the voltage set point locally by the SC, from the substation
control room and NCC (remote).";0
"selected set
point set locally by the SC, from the substation control room or NCC
(remote).";0
"A permanently installed spillage system for handling oil due to unintended
leakages or maintenance of the lubrication system and bearings shall be
included.";0
The reactive power consumption shall be compensated to give a resulting power factor of at least 0,9 for all load conditions.;0
"Operation of the SC shall not be affected by loss of one source of the main AC auxiliary supply, i.e. the auxiliary power system shall be able to overlap the time required for switching all loads over from the failing supply to the operating
supply.";0
To assure maximum availability of SC, unrestricted operation shall be possible for up to 15 s in the event of a loss or voltage outside normal area of auxiliary supply.;0
Normal variation in AC voltage is +10 % to -15 % of the rated voltage.;0
A vibration protection system shall be offered as an option.;0
All software programs, i.e. the source code in electronic format.;0
All licenses shall be delivered and installed on the maintenance PC.;0
By the Employer reasonably required detail drawings, including photos.;0
